id,source,target,location,social_distance,text_distance,time_distance,created_at,updated_at
481,    10152470060984600   ,    10152030233245900   ,,,0.175194115641546,12300.0,2014-07-29 01:24:28 UTC,2014-07-30 21:13:58 UTC
495,    10152470060984600   ,    10203549599554800   ,,,0.162380948185979,1620.0,2014-07-29 01:24:35 UTC,2014-07-30 21:13:58 UTC
513,    10152470060984600   ,    10152481467059800   ,,,0.255943661761848,18000.0,2014-07-29 01:24:48 UTC,2014-07-30 21:13:59 UTC
515,    10152470060984600   ,    10152541500488500   ,,,0.164990421416665,25380.0,2014-07-29 01:24:50 UTC,2014-07-30 21:13:59 UTC
519,    10152465880073300   ,    10152168324927900   ,,,0.31990210105828,64800.0,2014-07-29 01:24:53 UTC,2014-07-30 21:13:59 UTC
522,    10152465880073300   ,    10152528066067000   ,,,0.172980063587943,0.0,2014-07-29 01:24:57 UTC,2014-07-30 21:13:59 UTC
523,    10152465880073300   ,    10203795790833000   ,,,0.31990210105828,66480.0,2014-07-29 01:24:58 UTC,2014-07-30 21:13:59 UTC
534,    10152465880073300   ,    10152481202984800   ,,,0.31990210105828,60540.0,2014-07-29 01:25:07 UTC,2014-07-30 21:14:00 UTC
563,    10152528084332000   ,    10154237556155100   ,,,0.0631499925397038,0.0,2014-07-29 01:25:23 UTC,2014-07-30 21:14:01 UTC
565,    10152528084332000   ,    10154237088440500   ,,,0.0889190668916858,74460.0,2014-07-29 01:25:24 UTC,2014-07-30 21:14:01 UTC
574,    10152528084332000   ,    10152030341315900   ,,,0.044491727619468,79980.0,2014-07-29 01:25:29 UTC,2014-07-30 21:14:01 UTC
575,    10152528084332000   ,    10204070474264400   ,,,0.0439279629217901,64200.0,2014-07-29 01:25:29 UTC,2014-07-30 21:14:01 UTC
576,    10152528084332000   ,    10203154807607700   ,,,0.0411132063475748,40920.0,2014-07-29 01:25:30 UTC,2014-07-30 21:14:01 UTC
580,    10152528084332000   ,    1431206683815010    ,,,0.418383470516655,68100.0,2014-07-29 01:25:32 UTC,2014-07-30 21:14:02 UTC
588,    10152528084332000   ,    10154227414975000   ,,,0.149993562337014,65040.0,2014-07-29 01:25:36 UTC,2014-07-30 21:14:02 UTC
590,    10152528084332000   ,    10152233644959100   ,,,0.0824187574807167,72540.0,2014-07-29 01:25:37 UTC,2014-07-30 21:14:02 UTC
591,    10152528084332000   ,    10152236492148600   ,,,0.12845332826001,122700.0,2014-07-29 01:25:38 UTC,2014-07-30 21:14:02 UTC
595,    10152528084332000   ,    10203966122371900   ,,,0.0297696948824978,47100.0,2014-07-29 01:25:40 UTC,2014-07-30 21:14:02 UTC
596,    10152528084332000   ,    10154215500725000   ,,,0.0447253978404968,74640.0,2014-07-29 01:25:41 UTC,2014-07-30 21:14:02 UTC
598,    10152528084332000   ,    10202844439564500   ,,,0.0534734943026221,72480.0,2014-07-29 01:25:42 UTC,2014-07-30 21:14:02 UTC
600,    10152528084332000   ,    10203194488116700   ,,,0.0570763865147646,65640.0,2014-07-29 01:25:43 UTC,2014-07-30 21:14:02 UTC
